"ID" "CONTEXT" "NKJP" "Pantera" "WMBT" "WCRFT" "Concraft"
67090 "ani olbrzymie fale — tsunami , >>spowodowane<< wybuchami podwodnych wulkanów , ani " "ppas:pl:nom:f:perf:aff" "ppas:pl:nom:m3:perf:aff" "ppas:sg:nom:n:perf:aff" "ppas:pl:acc:m3:perf:aff" "ppas:pl:nom:m3:perf:aff"
67120 "rabusie . Groził międzynarodowy skandal . >>Kozłem<< ofiarnym stał się generał Ochoa " "subst:sg:inst:m2" "subst:sg:inst:m1" "subst:sg:inst:m3" "subst:sg:inst:m3" "subst:sg:inst:m3"
67121 ". Groził międzynarodowy skandal . Kozłem >>ofiarnym<< stał się generał Ochoa i " "adj:sg:inst:m2:pos" "adj:sg:inst:m3:pos" "adj:sg:inst:m3:pos" "adj:sg:inst:m3:pos" "adj:sg:inst:m3:pos"
67122 "Groził międzynarodowy skandal . Kozłem ofiarnym >>stał<< się generał Ochoa i jego " "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl" "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl" "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl"
67167 "tych pięknych pytaniach , choć jakże >>dojmujących<< , monolog jej postaci adresowany " "adj:pl:loc:n:pos" "pact:pl:gen:m1:imperf:aff" "pact:pl:gen:f:imperf:aff" "adj:pl:gen:n:pos" "pact:pl:gen:f:imperf:aff"
67175 "monolog jej postaci adresowany do mnie >>urwał<< się niespodzianie . To zaś " "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl"
67194 "Gmin reagował na to natrętne wciskanie >>mu<< kitu układaniem niezdarnych anegdot lub " "ppron3:sg:dat:m3:ter:nakc:npraep" "ppron3:sg:dat:m1:ter:nakc:npraep" "ppron3:sg:dat:m1:ter:nakc:npraep" "ppron3:sg:dat:m1:ter:nakc:npraep" "ppron3:sg:dat:m1:ter:nakc:npraep"
67201 "kitu układaniem niezdarnych anegdot lub kpiarskich >>wierszowanych<< sentencji w rodzaju : Do " "adj:pl:gen:f:pos" "ppas:pl:gen:f:imperf:aff" "ppas:pl:gen:f:imperf:aff" "ppas:pl:gen:f:imperf:aff" "ppas:pl:gen:f:imperf:aff"
67229 "którymi nagrodzono mój występ , nie >>były<< może owacyjne ( bądź co " "praet:pl:n:imperf:nagl,praet:pl:n:imperf:agl" "praet:pl:m3:imperf:agl,praet:pl:m3:imperf:nagl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl" "praet:pl:m3:imperf:agl,praet:pl:m3:imperf:nagl" "praet:pl:f:imperf:nagl,praet:pl:f:imperf:agl"
67231 "mój występ , nie były może >>owacyjne<< ( bądź co bądź , " "adj:pl:nom:n:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:f:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:f:pos"
67234 "nie były może owacyjne ( bądź >>co<< bądź , miał on w " "comp" "subst:sg:nom:n" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:acc:n"
67235 "były może owacyjne ( bądź co >>bądź<< , miał on w sobie " "impt:sg:sec:imperf" "conj" "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
67248 "obraźliwego ) , lecz szczere i >>pełne<< respektu . Trud ten okazał " "adj:pl:nom:n:pos" "adj:pl:nom:m3:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos"
67287 "został w PZPR chyba przez nikogo >>doceniony<< . W jaki sposób - " "ppas:sg:nom:m3:perf:aff" "ppas:sg:acc:m3:perf:aff" "ppas:sg:nom:m1:perf:aff" "ppas:sg:nom:m1:perf:aff" "ppas:sg:nom:m1:perf:aff"
67302 "Dlaczego z nami nie jedzie ? >>Oboje<< z Zosią już pracowali . " "numcol:pl:nom:m1:rec" "num:pl:nom:m1:rec" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "num:pl:nom:n:rec"
67424 "coś nowego , nie widział em >>jej<< na tobie , świetny kolor " "ppron3:sg:gen:f:ter:akc:npraep" "ppron3:sg:dat:f:ter:akc:npraep" "ppron3:sg:dat:f:ter:akc:npraep" "ppron3:sg:dat:f:ter:akc:npraep" "ppron3:sg:dat:f:ter:akc:npraep"
67455 "otrzymuje . Ponad 70 zgłoszeń od >>oblanych<< wodą odebrali wczoraj policjanci w " "ppas:pl:gen:m1:perf:aff" "ppas:pl:gen:f:perf:aff" "ppas:pl:gen:n:perf:aff" "adj:pl:gen:f:pos" "adj:pl:gen:m1:pos"
67464 "wczoraj policjanci w Gdańsku . Może >>nie<< obok tytułów , o których " "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
67549 "nie była zawarta , warunkiem zwrotu >>zatrzymanego<< dokumentu jest dodatkowo wniesienie opłaty " "ppas:sg:gen:m3:perf:aff" "adj:sg:gen:m3:pos" "adj:sg:gen:m3:pos" "adj:sg:gen:m3:pos" "adj:sg:gen:m3:pos"
67641 "mowa o fikcji , kochasiu , >>trzymający<< oto pióro , by beztrosko " "pact:sg:voc:m1:imperf:aff" "pact:sg:nom:m1:imperf:aff" "pact:sg:nom:m1:imperf:aff" "pact:sg:nom:m1:imperf:aff" "pact:sg:nom:m3:imperf:aff"
67654 "pierwszej osoby : był em , >>miał<< , chciał em , dokonał " "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "subst:sg:inst:m3" "subst:sg:inst:m3" "subst:sg:inst:m3" "subst:sg:inst:m3"
67682 "em , co prawda pasjonuje się >>nie<< wężami , lecz psami , " "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
67683 ", co prawda pasjonuje się nie >>wężami<< , lecz psami , niemniej " "subst:pl:inst:m2" "subst:pl:inst:m3" "subst:pl:inst:m3" "subst:pl:inst:m3" "subst:pl:inst:m3"
67691 "lecz psami , niemniej nigdy nie >>wiadomo<< , czy jak wróci do " "adv:pos" "pred" "pred" "pred" "pred"
67767 "do pisania i poleciał em do >>San<< Diego . Szukał em na " "subst:sg:gen:n" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:acc:m3"
67768 "pisania i poleciał em do San >>Diego<< . Szukał em na gwałt " "subst:sg:gen:n" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:pl:loc:m1"
67814 ", że jego żona jeszcze w >>Nowym<< Jorku zdecydowała się wrócić z " "subst:sg:loc:m1" "adj:sg:loc:m3:pos" "adj:sg:loc:m3:pos" "adj:sg:loc:m3:pos" "adj:sg:loc:m3:pos"
67835 "pracował w piekarni . . . >>Miał<< je pobierać w miesięcznych ratach " "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "subst:sg:inst:m3" "subst:sg:inst:m3" "subst:sg:inst:m3" "subst:sg:inst:m3"
67837 "w piekarni . . . Miał >>je<< pobierać w miesięcznych ratach . " "ppron3:sg:acc:n:ter:akc:npraep" "ppron3:pl:acc:m3:ter:akc:npraep" "ppron3:pl:acc:n:ter:akc:npraep" "ppron3:pl:acc:m3:ter:akc:npraep" "ppron3:pl:acc:n:ter:akc:npraep"
67843 "je pobierać w miesięcznych ratach . >>Dwa<< z wczesnej młodości i to " "num:pl:acc:n:congr" "num:pl:nom:m3:congr" "num:pl:acc:m3:congr" "num:pl:nom:m3:congr" "num:pl:nom:m3:congr"
67896 "wyłączyć , żeby śmy nie musieli >>nad<< nią wozić bez przerwy gości " "prep:acc:nwok" "prep:inst:nwok" "prep:inst:nwok" "prep:inst:nwok" "prep:inst:nwok"
67897 ", żeby śmy nie musieli nad >>nią<< wozić bez przerwy gości z " "ppron3:sg:acc:f:ter:akc:praep" "ppron3:sg:inst:f:ter:akc:praep" "ppron3:sg:inst:f:ter:akc:praep" "ppron3:sg:inst:f:ter:akc:praep" "ppron3:sg:inst:f:ter:akc:praep"
67946 "tych wszystkich sprawach dokonać zestawienia co >>one<< są w ogóle warte – " "ppron3:pl:nom:m3:ter:akc:npraep" "ppron3:pl:nom:f:ter:akc:npraep" "ppron3:pl:nom:f:ter:akc:npraep" "ppron3:pl:nom:n:ter:akc:npraep" "ppron3:pl:nom:f:ter:akc:npraep"
67986 "od tego czasu ale – do >>ha<< – materiału ha – mamy " "subst:sg:gen:n" "interj" "brev:npun" "subst:sg:gen:n" "brev:npun"
67989 "ale – do ha – materiału >>ha<< – mamy jeszcze szybki konkurs " "subst:sg:gen:n" "interj" "brev:npun" "subst:sg:nom:n" "brev:npun"
68018 "Holandii z listopada 1948 r . >>Pomysł<< z dwiema lewicowymi partiami uważam " "subst:sg:acc:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
68103 "poza podium . Mistrzostwo świata w >>doprowadzeniu<< do upadku różnych dziedzin doskonale " "ger:sg:loc:n:perf:aff" "subst:sg:loc:n" "ger:sg:loc:n:perf:aff" "subst:sg:loc:n" "subst:sg:loc:n"
68134 "nie jest członkiem Platformy . To >>działania<< naszej konkurencji , tak prawicowej " "subst:pl:nom:n" "subst:sg:gen:n" "ger:sg:gen:n:imperf:aff" "subst:sg:gen:n" "subst:sg:gen:n"
68138 ". To działania naszej konkurencji , >>tak<< prawicowej , jak i lewicowej " "conj" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
68160 "więcej do powiedzenia w sprawach dotyczących >>zarządzania<< &quot; swoimi &quot; klubami . " "ger:sg:gen:n:imperf:aff" "subst:pl:acc:n" "subst:sg:gen:n" "subst:sg:gen:n" "subst:sg:gen:n"
68167 "&quot; swoimi &quot; klubami . Ale >>uzbrojeni<< osadnicy , ochraniani przez stacjonujące " "subst:pl:nom:m1" "adj:pl:nom:m1:pos" "adj:pl:nom:m1:pos" "adj:pl:nom:m1:pos" "ppas:pl:nom:m1:perf:aff"
68184 "policji , zdołali wprowadzić w mieście >>terror<< . Jestem mieszkańcem hotelu pracowniczego " "subst:sg:acc:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
68202 "kiedy to już nastąpiło , w >>parę<< zaledwie minut po radiowym komunikacie " "num:pl:acc:f:rec" "num:pl:acc:m3:rec" "num:pl:acc:m3:rec" "subst:sg:acc:f" "subst:sg:acc:f"
68252 "odzyskać części udzielonych im kredytów . >>PiS<< z udziałem prezydenta , który " "subst:sg:nom:m3" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
68259 "z udziałem prezydenta , który przemawiał >>jak<< zdyscyplinowany członek partii swego brata " "prep:nom:wok,prep:nom:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
68375 "któryś z nich zachoruje - włączy >>Radio<< Maryja , telewizję Trwam , " "subst:sg:acc:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
68379 "- włączy Radio Maryja , telewizję >>Trwam<< , będzie się modlić , " "subst:sg:nom:n" "fin:sg:pri:imperf" "fin:sg:pri:imperf" "fin:sg:pri:imperf" "fin:sg:pri:imperf"
68385 "Trwam , będzie się modlić , >>czy<< w pierwszym rzędzie zadzwoni po " "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
68394 "rzędzie zadzwoni po karetkę pogotowia i >>lekarza<< ? Jak by bowiem nie " "subst:sg:acc:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1"
68402 "Jak by bowiem nie patrzeć - >>ten<< wzrost wydobycia , jaki w " "adj:sg:acc:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos"
68403 "by bowiem nie patrzeć - ten >>wzrost<< wydobycia , jaki w tym " "subst:sg:acc:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
68412 "jaki w tym roku osiągniemy - >>osiągnie<< w wyniku wydłużenia czasu pracy " "fin:pl:pri:perf" "fin:sg:ter:perf" "fin:sg:ter:perf" "fin:sg:ter:perf" "fin:sg:ter:perf"
68423 "pracy górników Odpowiedź sekretarza potwierdza diagnozę >>Pilawskiego<< - że chodzi o stołki " "subst:sg:gen:m1" "adj:sg:gen:m3:pos" "adj:sg:gen:m1:pos" "adj:sg:gen:m1:pos" "adj:sg:acc:m1:pos"
68455 "igrzyskach , Kasia Wójcicka po raz >>drugi<< . I chyba o to " "subst:sg:acc:m3" "adj:sg:acc:m3:pos" "adj:sg:acc:m3:pos" "adj:sg:acc:m3:pos" "adj:sg:acc:m3:pos"
68510 ". Lata świetlne dzielą popularność , >>jaką<< w Polsce cieszą się siatkówka " "adj:sg:inst:f:pos" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos" "adj:sg:acc:f:pos"
68556 "narodowościach żyjących w Holandii nie dziwią >>problemy<< z taką liczbą kultur , " "subst:pl:nom:m3" "subst:pl:acc:m3" "subst:pl:acc:m3" "subst:pl:acc:m3" "subst:pl:acc:m3"
68604 "zarządzania całą gospodarką , i w >>nich<< właśnie będzie miejsce na taki " "ppron3:pl:loc:f:ter:akc:praep" "ppron3:pl:loc:m3:ter:akc:praep" "ppron3:pl:loc:m3:ter:akc:praep" "ppron3:pl:loc:m3:ter:akc:praep" "ppron3:pl:loc:m3:ter:akc:praep"
68642 "jest nie w porządku , że >>to<< dziwne , podejrzane środowisko te " "pred" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
68655 ". W sobotę gmach sądu w >>Bielsku-Białej<< przypominał twierdzę . Podczas środowego " "subst:sg:loc:n" "subst:sg:loc:n" "subst:sg:loc:n" "subst:sg:loc:n" "subst:sg:loc:n"
68678 ", że był zdziwiony , jak >>wielu<< mamy ambasadorów w wieku emerytalnym " "num:pl:acc:m1:rec" "num:pl:nom:m1:rec" "num:pl:nom:m1:rec" "num:pl:nom:m1:rec" "num:pl:nom:m1:rec"
68699 ". Złagodził nieco wydźwięk tej wypowiedzi >>stwierdzeniem<< , że może nie do " "ger:sg:inst:n:perf:aff" "subst:sg:inst:n" "ger:sg:inst:n:perf:aff" "subst:sg:inst:n" "subst:sg:inst:n"
68766 "Kowalski . Funkcje prezydenta zostały poważnie >>ograniczone<< na rzecz parlamentu i rządu " "adj:pl:nom:f:pos" "ppas:pl:nom:m3:perf:aff" "ppas:pl:nom:f:perf:aff" "ppas:pl:nom:m3:perf:aff" "ppas:pl:nom:m3:perf:aff"
68796 "federacji , wbrew stanowisku ok . >>40<< proc . ludności narodowości serbskiej " "num:pl:gen:m3:congr" "ign" "ign" "num:pl:nom:f:rec" "num:pl:acc:m3:rec"
68797 ", wbrew stanowisku ok . 40 >>proc<< . ludności narodowości serbskiej . " "brev:pun" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
68809 "Największy zawód tych , którzy oczekiwali >>najwięcej<< , to nadal wielka , " "adv:sup" "num:pl:acc:f:rec" "num:pl:acc:m3:rec" "num:pl:acc:m1:rec" "num:pl:acc:n:rec"
68811 "tych , którzy oczekiwali najwięcej , >>to<< nadal wielka , nie ukrócona " "pred" "conj" "conj" "conj" "conj"
68873 "jak się tu twierdzi . Philippe >>Villiers<< , przywódca centroprawicowego MPF ( " "subst:sg:gen:m1" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:m1"
68950 "dlaczego &quot; - zatytułowała artykuł &quot; >>Berliner<< Zeitung &quot; . Temperatura maksymalna " "subst:sg:nom:f" "ign" "ign" "subst:sg:nom:m3" "subst:sg:nom:m3"
68951 "&quot; - zatytułowała artykuł &quot; Berliner >>Zeitung<< &quot; . Temperatura maksymalna w " "subst:sg:nom:f" "ign" "ign" "subst:sg:nom:m3" "subst:sg:nom:m3"
68980 "zarabiać na amatorskim ringu , ale >>ich<< walki nie są widowiskowe . " "ppron3:pl:gen:m1:ter:akc:npraep" "ppron3:pl:gen:f:ter:akc:npraep" "ppron3:pl:gen:m3:ter:akc:npraep" "ppron3:pl:gen:f:ter:akc:npraep" "ppron3:pl:gen:f:ter:akc:npraep"
68989 "są widowiskowe . Platforma wciąż jest >>zbyt<< silna i musiała by być " "qub:wok,qub:nwok" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup"
69004 "partnerem . Mamiński to zastępca dyrektora >>COS<< , Andrzeja Parzęckiego . Odrobina " "subst:sg:gen:m3" "ign" "ign" "subst:sg:gen:m1" "subst:sg:gen:m1"
69090 "przez polityków partii nacjonalistycznych nie zagrażają >>demokracji<< . Polacy startowali na samolotach " "subst:sg:dat:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
69096 "demokracji . Polacy startowali na samolotach >>PZL-104<< &quot; Wilga &quot; . Bałtyk " "subst:sg:nom:n" "ign" "ign" "subst:sg:nom:m3" "subst:sg:nom:m3"
69107 "Bałtyk jest butelką , od której >>korki<< mają Niemcy i Rosja . " "subst:pl:acc:m3" "subst:sg:gen:f" "subst:pl:nom:n" "subst:pl:nom:n" "subst:sg:gen:f"
69144 "świata , przystała na żądanie federalnej >>minister<< sprawiedliwości Brigitte Zypries ( SPD " "subst:sg:gen:f" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
69163 "dla mundialowych wichrzycieli . Teraz ponad >>50-tysięczna<< publiczność nie doczekała się na " "adj:sg:nom:f:pos" "ign" "ign" "num:pl:acc:m3:rec" "num:pl:acc:f:rec"
69174 "na zbliżone wyczyny ( wyjątek : >>231,5<< m Norwega w sobotniej serii " "num:pl:nom:m3:rec" "ign" "ign" "num:pl:nom:m3:rec" "num:pl:gen:m3:congr"
69204 "z tego powodu , że wszystkie >>nominowane<< w najważniejszych kategoriach zawodowych filmy " "ppas:pl:nom:m3:perf:aff" "ppas:sg:nom:n:perf:aff" "ppas:pl:nom:m3:imperf:aff" "ppas:pl:nom:f:perf:aff" "ppas:pl:nom:m3:imperf:aff"
69368 "rządu , podkreślając , że wywołają >>one<< dalszą zwyżkę cen . Niestety " "ppron3:pl:nom:m3:ter:akc:npraep" "ppron3:pl:nom:f:ter:akc:npraep" "ppron3:pl:nom:f:ter:akc:npraep" "ppron3:pl:nom:f:ter:akc:npraep" "ppron3:pl:nom:f:ter:akc:npraep"
69453 "obiecywali obronę interesów świata pracy . >>100<< proc . pensji należy się " "num:pl:nom:m3:rec" "ign" "ign" "num:pl:nom:f:rec" "num:pl:acc:f:congr"
69454 "obronę interesów świata pracy . 100 >>proc<< . pensji należy się np " "brev:pun" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
69485 "że przesłoni wszystkie inne , którymi >>PiS<< zamierza karmić wyborców . Mamy " "subst:sg:nom:n" "subst:sg:inst:n" "subst:sg:gen:n" "subst:sg:gen:n" "subst:sg:inst:n"
69514 "Znalazła ona w pierwszym dniu Kongresu >>m.<< . wyraz w oświadczeniu przedstawiciela " "brev:pun" "brev:npun" "brev:pun" "brev:pun" "brev:pun"
69534 "nie będzie się bił przeciwko Związkowi >>Radzieckiemu<< . Program onkologiczny został przyjęty " "subst:sg:dat:m3" "adj:sg:dat:m3:pos" "adj:sg:dat:m3:pos" "adj:sg:dat:m3:pos" "adj:sg:dat:m3:pos"
69549 "i przez poprzedni Sejm . Widzę >>zamknięte<< zakłady pracy , Hutę Katowice " "ppas:pl:acc:m3:perf:aff" "adj:pl:acc:m3:pos" "adj:pl:acc:m3:pos" "adj:pl:acc:m3:pos" "adj:pl:acc:m3:pos"
69596 "postawiła w stan oskarżenia A . >>Jarucką<< . OPZZ • Nauczyciele , " "subst:sg:acc:f" "ign" "ign" "subst:sg:nom:m1" "subst:sg:inst:m1"
69609 ", hutnicy bez emerytur ! Gmina >>Łaziska<< mogła by dać 1 mln " "subst:pl:nom:n" "subst:sg:gen:n" "subst:sg:gen:n" "subst:sg:gen:n" "subst:sg:gen:n"
69623 "a powiat mikołowski między 1 a >>1,5<< mln zł . Jesień owego " "num:pl:inst:m3:rec" "ign" "ign" "adj:sg:nom:m3:pos" "adj:sg:gen:m3:pos"
69661 "nic nie mogło stanąć na przeszkodzie >>tej<< pracy , co go tam " "adj:sg:dat:f:pos" "adj:sg:gen:f:pos" "adj:sg:gen:f:pos" "adj:sg:gen:f:pos" "adj:sg:gen:f:pos"
69662 "nie mogło stanąć na przeszkodzie tej >>pracy<< , co go tam czeka " "subst:sg:dat:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
69765 "( którego sygnatariuszami były Francja , >>Wielka<< Brytania , Niemcy , Włochy " "subst:sg:nom:f" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos"
69773 ", Niemcy , Włochy , a >>także<< Związek Radziecki ) zasada ta " "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
69775 ", Włochy , a także Związek >>Radziecki<< ) zasada ta została od " "subst:sg:nom:m3" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos"
69807 "znajdują się przymorskie jeziora Bukowo i >>Kopań<< , leży kilkanaście wiosek , " "subst:sg:nom:m3" "ign" "ign" "subst:sg:nom:m1" "subst:pl:gen:n"
69810 "jeziora Bukowo i Kopań , leży >>kilkanaście<< wiosek , które od kilku " "num:pl:nom:f:rec" "num:pl:acc:f:rec" "num:pl:acc:f:rec" "num:pl:acc:f:rec" "num:pl:acc:f:rec"
69840 "nasi kandydaci - w przypadku wybrania >>ich<< do władz - zobowiązani są " "ppron3:pl:gen:m1:ter:akc:npraep" "ppron3:pl:acc:m1:ter:akc:npraep" "ppron3:pl:gen:f:ter:akc:npraep" "ppron3:pl:gen:f:ter:akc:npraep" "ppron3:pl:gen:m3:ter:akc:npraep"
69844 "przypadku wybrania ich do władz - >>zobowiązani<< są stosować . 2 . " "adj:pl:nom:m1:pos" "subst:pl:nom:m1" "ppas:pl:nom:m1:perf:aff" "ppas:pl:nom:m1:perf:aff" "ppas:pl:nom:m1:perf:aff"
69855 ". Dopłaty do zakupu masła są >>udzielane<< na podstawie złożonych przez dostawców " "ppas:pl:nom:f:imperf:aff" "ppas:pl:nom:n:imperf:aff" "ppas:pl:nom:m3:imperf:aff" "ppas:pl:nom:m3:imperf:aff" "ppas:pl:nom:m3:imperf:aff"
69858 "zakupu masła są udzielane na podstawie >>złożonych<< przez dostawców masła bonów , " "ppas:pl:gen:m3:perf:aff" "ppas:pl:loc:f:perf:aff" "subst:pl:gen:n" "ppas:pl:gen:f:perf:aff" "ppas:pl:loc:f:perf:aff"
69868 "bonów , o których mowa w >>ust<< . 1 . Nie chciała " "brev:pun" "subst:pl:gen:n" "subst:pl:gen:n" "subst:pl:gen:n" "subst:pl:gen:n"
69900 "znać na pamięć rozkładów jazdy . >>Denerwujące<< , powiedział by m . " "adj:pl:acc:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "pact:sg:nom:n:imperf:aff"
69985 "ich nie dopuszczali na łamy . >>Gniatkowski<< dla nowego pokolenia dziennikarzy muzycznych " "subst:pl:nom:m1" "ign" "ign" "subst:sg:nom:m3" "subst:sg:nom:m1"
69991 "Gniatkowski dla nowego pokolenia dziennikarzy muzycznych >>był<< synonimem kiczu . - Kto " "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "praet:sg:m3:imperf:agl,praet:sg:m3:imperf:nagl" "praet:sg:m3:imperf:agl,praet:sg:m3:imperf:nagl" "praet:sg:m3:imperf:agl,praet:sg:m3:imperf:nagl" "praet:sg:m3:imperf:agl,praet:sg:m3:imperf:nagl"
70002 "Kto będzie decydował o wygranej lub >>przegranej<< w konkursie ? Czynnikiem umacniającym " "subst:sg:loc:f" "ppas:sg:loc:f:perf:aff" "ppas:sg:loc:f:perf:aff" "ppas:sg:loc:f:perf:aff" "ppas:sg:gen:f:perf:aff"
70045 ". Ustalono już , że bandyta >>prawdopodobnie<< nie odjechał - jak przypuszczano " "qub:wok,qub:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
70075 "Mieli własną na pierwszym piętrze . >>Kurtz<< widział , jak Hoffman wychodzi " "subst:sg:gen:m1" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:m1"
70084 "jak Hoffman wychodzi przed kasyno . >>Siedemnasty<< , w niedzielnych garniturach , " "subst:sg:nom:m1" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m1:pos" "subst:sg:nom:m3"
70102 "wsiadł do samochodu i zaczął dotykać >>kierownicy<< . Co za dzień ! " "subst:sg:gen:f" "subst:pl:nom:m1" "subst:pl:nom:m1" "subst:pl:nom:m1" "subst:pl:nom:m1"
70132 "- Głupi pomysł . - Ja >>drefię<< ? - oburzony Fred połknął " "fin:sg:pri:imperf" "ign" "ign" "subst:sg:nom:m1" "subst:sg:acc:m1"
70138 "drefię ? - oburzony Fred połknął >>haka<< . Andrzej H . stwierdził " "subst:sg:acc:m2" "subst:sg:gen:m3" "subst:sg:gen:m3" "subst:sg:gen:m3" "subst:sg:gen:m3"
70153 "to wszystko są pomówienia i jest >>zbyt<< zestresowany , by cokolwiek zeznawać " "qub:wok,qub:nwok" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup"
70154 "wszystko są pomówienia i jest zbyt >>zestresowany<< , by cokolwiek zeznawać . " "ppas:sg:nom:m1:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff"
70205 "Agencja Informacyjna ma już pomysł na >>niego<< : będzie lżejszy , mniej " "ppron3:sg:acc:m3:ter:akc:praep" "ppron3:sg:acc:m1:ter:akc:praep" "ppron3:sg:acc:m1:ter:akc:praep" "ppron3:sg:acc:m1:ter:akc:praep" "ppron3:sg:acc:m1:ter:akc:praep"
70216 "mniej oficjalny i bardziej sensacyjny niż >>pozostałe<< . To niewiele . W " "adj:pl:nom:m3:pos" "adj:pl:nom:n:pos" "adj:sg:nom:n:pos" "adj:pl:nom:f:pos" "adj:pl:nom:f:pos"
70248 "ona wówczas cztery statki : &quot; >>Kiliński<< &quot; , &quot; Warta &quot; " "subst:sg:nom:m2" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
70272 "&quot; od Ministerstwa Robót Publicznych ; >>motorówki<< &quot; M6 &quot; , &quot; " "subst:pl:acc:f" "subst:pl:nom:f" "subst:pl:nom:f" "subst:pl:nom:f" "subst:pl:nom:f"
70290 "od dowództwa Okręgu Generalnego Warszawa , >>statek<< &quot; Różycki &quot; od Sekcji " "subst:sg:acc:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
